,CO_GT,PT08_S1_CO,C6H6_GT,PT08_S2_NMHC,NOX_GT,PT08_S3_NOX,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,HOUR,MONTH
412,3.7,1382.0,19.7,1288.0,185.0,778.0,138.0,1799.0,1212.0,26.9,22.3,0.7792,17,4
413,4.5,1491.0,23.3,1385.0,223.0,685.0,165.0,1915.0,1486.0,24.3,30.1,0.9012,18,4
414,4.7,1620.0,24.1,1407.0,215.0,641.0,154.0,2052.0,1567.0,21.2,40.1,0.9978,19,4
415,5.5,1693.0,25.4,1439.0,271.0,618.0,168.0,2083.0,1723.0,19.4,42.5,0.9483,20,4
416,3.0,1374.0,14.1,1121.0,180.0,771.0,146.0,1685.0,1399.0,18.5,43.0,0.9074,21,4
417,1.9,1287.0,10.1,982.0,115.0,841.0,124.0,1582.0,1291.0,17.8,47.0,0.9467,22,4
418,2.3,1408.0,12.1,1052.0,149.0,761.0,124.0,1684.0,1443.0,16.8,53.2,1.01,23,4
419,1.6,1254.0,9.0,941.0,98.0,828.0,106.0,1566.0,1270.0,17.1,51.8,0.999,0,4
420,1.3,1141.0,6.3,827.0,73.0,936.0,88.0,1488.0,1110.0,16.2,54.2,0.9933,1,4
421,1.2,1141.0,5.3,777.0,69.0,986.0,83.0,1455.0,1060.0,15.1,58.2,0.9886,2,4
422,0.8,986.0,3.0,651.0,60.0,1145.0,74.0,1380.0,891.0,14.5,58.0,0.9488,4,4
423,0.8,1005.0,3.3,673.0,56.0,1103.0,64.0,1387.0,905.0,13.7,61.6,0.9631,5,4
424,0.9,1041.0,3.5,683.0,73.0,1112.0,69.0,1398.0,899.0,13.9,59.6,0.9408,6,4
425,2.0,1272.0,9.5,959.0,159.0,846.0,91.0,1660.0,1136.0,13.3,61.7,0.9399,7,4
426,3.0,1436.0,15.2,1154.0,203.0,704.0,96.0,1872.0,1391.0,15.1,55.8,0.9486,8,4
427,3.1,1472.0,14.3,1126.0,211.0,720.0,106.0,1816.0,1460.0,17.0,50.5,0.9684,9,4
428,3.1,1461.0,14.3,1127.0,236.0,703.0,124.0,1836.0,1451.0,15.6,57.4,1.0075,10,4
429,3.0,1430.0,13.7,1107.0,228.0,713.0,121.0,1853.0,1409.0,16.6,55.2,1.0382,11,4
430,3.2,1498.0,15.7,1171.0,206.0,684.0,114.0,1942.0,1434.0,17.0,54.3,1.0434,12,4
431,3.1,1454.0,15.4,1162.0,188.0,682.0,114.0,1915.0,1457.0,18.0,51.5,1.0552,13,4
432,2.5,1402.0,12.6,1069.0,158.0,733.0,106.0,1793.0,1325.0,19.5,47.5,1.0653,14,4
433,2.1,1327.0,9.8,971.0,124.0,803.0,89.0,1705.0,1120.0,21.6,41.7,1.0606,15,4
434,2.0,1273.0,9.6,963.0,98.0,832.0,82.0,1662.0,931.0,22.2,38.3,1.0106,16,4
435,3.2,1457.0,16.3,1190.0,160.0,678.0,111.0,1877.0,1212.0,20.3,42.8,1.0053,17,4
436,4.1,1543.0,19.8,1290.0,194.0,631.0,132.0,2011.0,1353.0,19.7,45.4,1.0312,18,4
437,3.9,1499.0,18.0,1239.0,174.0,651.0,121.0,1957.0,1359.0,18.8,47.5,1.0199,19,4
438,3.1,1378.0,13.6,1102.0,157.0,742.0,116.0,1796.0,1273.0,17.9,49.4,1.0064,20,4
439,2.0,1243.0,8.7,928.0,109.0,852.0,100.0,1622.0,1079.0,17.5,50.9,1.009,21,4
440,1.7,1196.0,7.7,885.0,85.0,884.0,89.0,1589.0,973.0,17.4,51.8,1.023,22,4
441,1.6,1137.0,7.3,869.0,90.0,890.0,92.0,1554.0,951.0,17.0,53.9,1.0363,23,4
442,1.0,1015.0,4.1,718.0,61.0,1065.0,71.0,1428.0,714.0,16.6,55.4,1.0408,0,4
443,0.8,978.0,2.7,635.0,36.0,1188.0,51.0,1382.0,579.0,15.9,57.0,1.0224,1,4
444,0.5,933.0,1.5,547.0,25.0,1357.0,39.0,1336.0,542.0,15.0,59.2,1.0059,2,4
445,0.5,908.0,1.8,569.0,24.0,1303.0,35.0,1360.0,526.0,14.1,61.6,0.9883,4,4
446,0.8,980.0,3.4,677.0,73.0,1141.0,64.0,1435.0,659.0,14.6,58.8,0.9711,5,4
447,1.7,1236.0,8.5,920.0,164.0,880.0,94.0,1641.0,1012.0,14.4,58.9,0.9594,6,4
448,4.5,1664.0,24.1,1407.0,329.0,594.0,134.0,2198.0,1564.0,15.3,55.2,0.9538,7,4
449,6.2,1757.0,33.7,1636.0,302.0,494.0,129.0,2560.0,1806.0,16.2,52.5,0.9576,8,4
450,4.4,1524.0,22.0,1350.0,256.0,588.0,125.0,2096.0,1604.0,18.4,46.3,0.9734,9,4
451,2.9,1329.0,14.1,1119.0,182.0,707.0,107.0,1823.0,1288.0,19.6,41.8,0.9407,10,4
452,1.6,1167.0,7.6,884.0,105.0,881.0,78.0,1580.0,931.0,20.2,40.1,0.937,11,4
453,2.6,1369.0,14.5,1132.0,136.0,715.0,91.0,1818.0,1162.0,20.9,36.6,0.8939,12,4
454,2.9,1284.0,13.6,1103.0,167.0,755.0,116.0,1704.0,1064.0,20.4,34.7,0.8229,13,4
455,2.5,1221.0,11.5,1032.0,166.0,811.0,131.0,1630.0,913.0,19.3,35.4,0.7813,14,4
456,1.9,1096.0,9.2,947.0,115.0,872.0,113.0,1519.0,684.0,18.6,36.9,0.7829,15,4
457,1.9,1143.0,10.3,988.0,109.0,849.0,98.0,1590.0,710.0,18.8,36.8,0.7883,16,4
458,2.7,1251.0,14.0,1116.0,143.0,760.0,116.0,1716.0,923.0,17.5,40.6,0.8068,17,4
459,3.0,1268.0,15.0,1148.0,159.0,728.0,120.0,1776.0,1006.0,16.8,44.3,0.8428,18,4
460,3.3,1314.0,15.1,1150.0,181.0,726.0,126.0,1784.0,1083.0,16.3,47.7,0.8746,19,4
461,3.2,1315.0,14.8,1142.0,178.0,724.0,126.0,1807.0,1161.0,15.6,50.7,0.8947,20,4
462,1.8,1095.0,8.5,918.0,91.0,896.0,90.0,1527.0,800.0,15.7,49.4,0.8768,21,4
463,1.3,1027.0,5.9,808.0,76.0,996.0,81.0,1458.0,647.0,15.8,48.6,0.8653,22,4
464,1.1,1012.0,4.8,752.0,66.0,1053.0,74.0,1393.0,649.0,15.7,47.0,0.8325,23,4
465,0.9,948.0,4.0,710.0,56.0,1127.0,67.0,1352.0,575.0,15.7,45.9,0.8121,0,4
466,0.7,889.0,2.3,603.0,35.0,1308.0,46.0,1271.0,455.0,15.6,44.9,0.792,1,4
467,0.4,830.0,1.4,538.0,21.0,1475.0,30.0,1214.0,392.0,15.6,44.4,0.7827,2,4
468,0.3,804.0,0.7,468.0,12.0,1826.0,19.0,1166.0,320.0,15.7,45.4,0.8063,4,4
469,0.3,824.0,0.8,478.0,22.0,1705.0,32.0,1200.0,331.0,15.3,50.1,0.8617,5,4
470,0.8,1000.0,3.6,688.0,55.0,1257.0,61.0,1398.0,426.0,14.2,58.6,0.9443,6,4
471,2.8,1307.0,12.9,1082.0,152.0,777.0,111.0,1769.0,830.0,14.3,58.2,0.9431,7,4
472,3.1,1286.0,15.7,1171.0,153.0,716.0,102.0,1821.0,1006.0,15.0,52.0,0.8817,8,4
473,2.3,1150.0,8.6,925.0,152.0,865.0,116.0,1576.0,820.0,13.6,61.4,0.9519,9,4
474,1.6,1087.0,7.4,876.0,112.0,911.0,96.0,1554.0,737.0,16.1,53.1,0.9675,10,4
475,1.5,1016.0,6.6,839.0,119.0,991.0,97.0,1448.0,790.0,16.6,44.3,0.8294,11,4
476,1.6,1029.0,7.8,892.0,122.0,937.0,110.0,1474.0,760.0,17.4,40.3,0.7922,12,4
477,1.8,1109.0,9.1,943.0,115.0,883.0,103.0,1604.0,767.0,18.1,42.2,0.8679,13,4
478,1.4,997.0,6.1,817.0,84.0,1030.0,79.0,1426.0,626.0,14.4,51.8,0.8433,14,4
479,1.9,1177.0,7.5,880.0,146.0,927.0,104.0,1552.0,776.0,10.9,76.4,0.9953,15,4
480,1.2,1045.0,5.9,808.0,65.0,1038.0,69.0,1421.0,589.0,16.4,47.7,0.8819,16,4
481,2.3,1171.0,12.7,1073.0,120.0,847.0,96.0,1623.0,872.0,18.0,37.1,0.7598,17,4
482,3.3,1221.0,13.5,1101.0,185.0,799.0,121.0,1700.0,996.0,14.7,48.7,0.8089,18,4
483,3.1,1262.0,14.5,1133.0,157.0,774.0,129.0,1748.0,1033.0,11.3,71.3,0.9514,19,4
484,3.3,1207.0,11.0,1013.0,174.0,876.0,116.0,1632.0,982.0,10.0,74.0,0.9087,20,4
485,1.2,956.0,3.2,666.0,62.0,1235.0,71.0,1282.0,518.0,9.8,71.8,0.8702,21,4
486,1.3,1020.0,4.3,727.0,81.0,1153.0,85.0,1391.0,631.0,9.3,75.2,0.8796,22,4
487,1.9,1107.0,7.1,861.0,118.0,957.0,101.0,1510.0,879.0,9.6,76.0,0.9088,23,4
488,1.4,1020.0,4.8,752.0,95.0,1074.0,97.0,1398.0,839.0,9.3,75.0,0.8799,0,4
489,1.5,1051.0,5.7,798.0,84.0,1016.0,89.0,1455.0,876.0,9.0,76.7,0.8825,1,4
490,1.1,965.0,4.1,716.0,56.0,1087.0,72.0,1383.0,827.0,8.2,79.6,0.8672,2,4
491,0.8,869.0,2.8,642.0,69.0,1291.0,62.0,1288.0,723.0,8.1,72.1,0.7798,5,4
492,1.1,939.0,4.8,754.0,74.0,1169.0,64.0,1384.0,797.0,8.1,70.4,0.7609,6,4
493,2.6,1274.0,13.8,1109.0,161.0,820.0,80.0,1723.0,1138.0,8.1,70.5,0.7627,7,4
494,5.1,1512.0,27.1,1482.0,308.0,596.0,118.0,2189.0,1605.0,9.9,64.3,0.7859,8,4
495,4.2,1435.0,19.1,1271.0,300.0,676.0,130.0,1885.0,1569.0,13.0,54.2,0.809,9,4
496,2.6,1207.0,11.7,1041.0,189.0,813.0,113.0,1620.0,1319.0,16.5,42.6,0.7912,10,4
497,2.4,1223.0,12.7,1075.0,164.0,818.0,112.0,1678.0,1198.0,19.3,34.2,0.7566,11,4
498,2.1,1121.0,11.3,1026.0,122.0,865.0,96.0,1541.0,958.0,21.5,27.4,0.6941,12,4
499,2.6,1176.0,14.2,1123.0,166.0,816.0,125.0,1609.0,1068.0,20.4,26.7,0.6323,13,4
500,2.8,1144.0,13.9,1114.0,181.0,845.0,128.0,1551.0,1010.0,20.6,22.6,0.5432,14,4
501,2.5,1136.0,13.2,1089.0,127.0,856.0,101.0,1552.0,928.0,20.6,24.8,0.5931,15,4
502,1.9,1085.0,10.7,1004.0,106.0,888.0,95.0,1454.0,816.0,21.0,25.4,0.6264,16,4
503,3.6,1297.0,19.7,1287.0,192.0,723.0,138.0,1798.0,1216.0,21.5,24.5,0.6203,17,4
504,4.6,1408.0,24.0,1404.0,241.0,646.0,154.0,1972.0,1463.0,19.3,28.6,0.6357,18,4
505,6.3,1618.0,29.1,1530.0,326.0,579.0,171.0,2167.0,1791.0,18.0,32.9,0.6737,19,4
506,4.3,1319.0,15.8,1172.0,232.0,746.0,136.0,1699.0,1425.0,15.8,39.8,0.7096,20,4
507,1.6,1045.0,7.0,857.0,92.0,968.0,93.0,1410.0,922.0,15.3,41.5,0.7194,21,4
508,1.4,1058.0,6.3,824.0,95.0,993.0,99.0,1411.0,971.0,14.1,46.0,0.7363,22,4
509,2.3,1176.0,8.4,917.0,157.0,866.0,95.0,1560.0,1151.0,12.0,67.9,0.9523,23,4
510,1.3,1047.0,5.4,783.0,83.0,1014.0,79.0,1449.0,975.0,12.0,66.9,0.9336,0,4
511,1.7,1116.0,6.9,854.0,118.0,929.0,78.0,1533.0,1034.0,11.5,70.1,0.9503,1,4
512,1.7,1074.0,6.4,832.0,101.0,951.0,75.0,1507.0,980.0,11.4,69.8,0.939,2,4
513,0.8,898.0,3.3,669.0,46.0,1163.0,52.0,1386.0,807.0,10.8,70.3,0.9092,4,4
514,1.0,970.0,4.0,708.0,81.0,1121.0,55.0,1435.0,842.0,10.2,73.4,0.9129,5,4
515,1.4,1073.0,6.0,812.0,112.0,988.0,65.0,1500.0,950.0,10.8,70.5,0.9142,6,4
516,1.7,1081.0,8.2,906.0,150.0,895.0,72.0,1591.0,1024.0,11.0,71.0,0.9279,7,4
517,2.0,1159.0,9.9,976.0,138.0,837.0,76.0,1663.0,1098.0,12.4,64.0,0.9206,8,4
518,2.0,1112.0,8.8,931.0,124.0,869.0,84.0,1588.0,1011.0,15.0,53.1,0.8993,9,4
519,1.9,1112.0,8.4,917.0,124.0,897.0,90.0,1542.0,931.0,16.6,44.4,0.8313,10,4
520,2.1,1063.0,7.5,877.0,115.0,971.0,89.0,1481.0,811.0,18.0,38.4,0.7862,11,4
521,1.8,1032.0,7.8,892.0,101.0,973.0,87.0,1457.0,756.0,20.6,30.0,0.7213,12,4
522,1.5,936.0,6.4,829.0,90.0,1054.0,88.0,1336.0,607.0,19.9,26.7,0.6137,13,4
523,1.3,883.0,5.1,766.0,90.0,1152.0,81.0,1238.0,498.0,19.8,23.1,0.5283,14,4
524,1.4,942.0,6.9,852.0,89.0,1055.0,89.0,1318.0,540.0,21.4,22.7,0.5722,15,4
525,1.5,943.0,6.8,850.0,92.0,1084.0,91.0,1296.0,544.0,22.1,21.3,0.5605,16,4
526,1.7,1007.0,7.4,875.0,103.0,1027.0,104.0,1357.0,620.0,21.1,24.5,0.604,17,4
527,2.0,1037.0,8.7,927.0,122.0,949.0,111.0,1426.0,740.0,18.3,31.6,0.6562,18,4
528,2.5,1127.0,11.2,1022.0,159.0,871.0,129.0,1534.0,921.0,16.1,35.0,0.6372,19,4
529,2.4,1123.0,10.5,996.0,172.0,861.0,133.0,1551.0,1033.0,14.8,41.5,0.6929,20,4
530,2.0,1110.0,8.2,909.0,125.0,916.0,115.0,1487.0,984.0,13.2,50.3,0.7577,21,4
531,2.9,1247.0,11.6,1037.0,187.0,812.0,125.0,1618.0,1193.0,12.3,55.5,0.7916,22,4
532,2.5,1220.0,9.7,967.0,174.0,844.0,117.0,1545.0,1219.0,11.8,56.6,0.7833,23,4
533,1.4,1028.0,5.1,770.0,75.0,1047.0,84.0,1326.0,913.0,11.2,56.2,0.7469,0,4
534,1.2,978.0,4.0,711.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418,1,4
535,1.0,949.0,3.7,694.0,61.0,1160.0,68.0,1310.0,772.0,9.3,64.3,0.7531,2,4
536,0.7,836.0,2.9,643.0,38.0,1244.0,49.0,1306.0,727.0,7.7,70.7,0.7463,5,4
537,0.8,856.0,2.9,644.0,41.0,1259.0,49.0,1301.0,746.0,7.4,71.0,0.7346,6,4
538,0.9,888.0,3.0,651.0,51.0,1240.0,52.0,1298.0,733.0,8.2,66.6,0.7283,7,4
539,1.1,912.0,3.7,694.0,61.0,1196.0,58.0,1343.0,727.0,8.7,64.3,0.7267,8,4
540,1.0,938.0,3.9,706.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116,9,4
541,1.6,1053.0,6.2,823.0,87.0,1040.0,77.0,1386.0,810.0,17.4,35.4,0.699,10,4
542,1.8,1087.0,7.3,870.0,107.0,1014.0,90.0,1412.0,851.0,20.2,29.2,0.683,11,4
543,2.6,1153.0,9.2,945.0,161.0,969.0,118.0,1425.0,911.0,22.7,22.9,0.6224,12,4
544,1.1,894.0,4.0,710.0,61.0,1209.0,70.0,1200.0,611.0,22.3,22.4,0.5955,13,4
545,0.6,797.0,2.3,606.0,26.0,1452.0,35.0,1076.0,368.0,22.2,18.9,0.4993,14,4
546,0.9,854.0,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969,15,4
547,1.0,892.0,3.2,665.0,55.0,1348.0,58.0,1150.0,394.0,21.0,23.6,0.5788,16,4
548,1.2,935.0,3.3,672.0,65.0,1299.0,61.0,1183.0,415.0,19.6,27.4,0.6162,17,4
549,1.4,989.0,4.0,709.0,75.0,1225.0,80.0,1233.0,469.0,17.9,30.8,0.6258,18,4
550,2.0,1063.0,5.7,797.0,93.0,1079.0,93.0,1285.0,607.0,16.4,35.3,0.6532,19,4
551,1.1,922.0,3.4,674.0,63.0,1220.0,78.0,1205.0,498.0,15.6,37.5,0.6575,20,4
552,1.1,925.0,3.5,680.0,60.0,1223.0,76.0,1217.0,481.0,15.5,36.7,0.6438,21,4
553,1.1,924.0,2.9,648.0,63.0,1272.0,74.0,1186.0,465.0,14.5,39.0,0.6428,22,4
554,1.1,914.0,3.1,661.0,66.0,1256.0,81.0,1187.0,478.0,14.2,38.2,0.6163,23,4
555,0.7,840.0,1.6,556.0,41.0,1474.0,58.0,1094.0,366.0,13.7,38.3,0.5957,0,4
556,0.6,799.0,1.1,514.0,42.0,1615.0,59.0,1036.0,332.0,14.1,34.0,0.5442,1,4
557,0.7,856.0,2.0,581.0,36.0,1448.0,54.0,1111.0,346.0,14.6,34.0,0.5605,2,4
558,0.3,753.0,0.7,462.0,16.0,1822.0,25.0,955.0,274.0,13.9,30.9,0.4868,4,4
559,0.3,785.0,0.5,448.0,16.0,1923.0,26.0,1003.0,263.0,13.5,37.9,0.5852,5,4
560,0.4,835.0,0.7,472.0,33.0,1756.0,49.0,1117.0,314.0,13.9,43.6,0.6871,6,4
561,0.5,865.0,0.9,494.0,39.0,1613.0,53.0,1185.0,367.0,13.5,50.1,0.7706,7,4
562,0.6,922.0,1.5,541.0,45.0,1453.0,57.0,1246.0,432.0,13.3,53.6,0.8169,8,4
563,0.8,975.0,2.2,598.0,63.0,1268.0,73.0,1293.0,536.0,13.4,56.0,0.8576,9,4
564,1.0,1040.0,2.9,646.0,71.0,1210.0,78.0,1325.0,555.0,13.0,59.6,0.886,10,4
565,1.3,1115.0,3.9,707.0,104.0,1105.0,93.0,1384.0,677.0,12.7,62.7,0.9173,11,4
566,1.1,1004.0,2.8,641.0,85.0,1201.0,71.0,1305.0,557.0,12.1,60.5,0.8505,12,4
567,0.6,895.0,1.4,536.0,53.0,1415.0,56.0,1229.0,421.0,11.2,64.4,0.8537,13,4
568,0.7,917.0,1.7,563.0,58.0,1415.0,60.0,1257.0,423.0,10.7,67.6,0.8703,14,4
569,1.2,1025.0,3.6,689.0,89.0,1189.0,77.0,1325.0,519.0,11.4,61.2,0.8236,15,4
570,1.4,1035.0,3.1,660.0,96.0,1222.0,82.0,1301.0,533.0,9.9,70.5,0.8581,16,4
571,1.2,1025.0,3.5,682.0,88.0,1197.0,77.0,1313.0,537.0,10.3,65.2,0.8151,17,4
572,1.3,1040.0,3.9,705.0,100.0,1149.0,91.0,1324.0,612.0,11.0,58.9,0.7714,18,4
573,1.8,1070.0,5.2,776.0,127.0,1065.0,93.0,1369.0,697.0,10.6,59.5,0.7595,19,4
574,1.2,964.0,3.7,692.0,88.0,1176.0,82.0,1292.0,573.0,10.6,57.7,0.7362,20,4
575,0.8,904.0,2.7,635.0,66.0,1269.0,74.0,1233.0,489.0,10.6,56.1,0.7149,21,4
576,0.8,913.0,2.6,626.0,61.0,1271.0,68.0,1234.0,474.0,10.3,58.0,0.7239,22,4
577,0.8,914.0,2.4,610.0,54.0,1322.0,65.0,1230.0,455.0,10.4,58.4,0.7352,23,4
578,0.7,893.0,2.0,587.0,46.0,1368.0,58.0,1219.0,433.0,10.7,58.2,0.7459,0,4
579,0.5,844.0,1.3,532.0,25.0,1499.0,36.0,1176.0,376.0,10.5,59.9,0.7624,1,4
580,0.3,837.0,1.2,518.0,18.0,1581.0,29.0,1182.0,360.0,10.5,60.8,0.7704,2,4
581,0.3,825.0,0.9,489.0,21.0,1565.0,28.0,1171.0,363.0,11.1,60.1,0.7925,4,4
582,0.7,956.0,3.1,656.0,76.0,1251.0,68.0,1356.0,525.0,10.1,68.4,0.8443,5,4
583,1.6,1124.0,6.9,853.0,149.0,960.0,99.0,1531.0,873.0,10.0,68.7,0.8456,6,4
584,3.9,1496.0,19.1,1272.0,328.0,667.0,130.0,2011.0,1399.0,11.0,64.2,0.8398,7,4
585,4.5,1452.0,22.1,1354.0,282.0,620.0,128.0,2057.0,1501.0,12.0,58.1,0.8138,8,4
586,2.7,1172.0,11.8,1042.0,206.0,797.0,120.0,1641.0,1186.0,12.8,52.0,0.7643,9,4
587,1.6,1020.0,7.3,871.0,133.0,956.0,93.0,1426.0,911.0,12.6,50.8,0.7387,10,4
588,1.6,1044.0,8.0,900.0,137.0,934.0,96.0,1471.0,919.0,13.8,47.4,0.7435,11,4
589,1.6,1020.0,7.2,866.0,116.0,972.0,84.0,1429.0,791.0,15.1,42.7,0.7294,12,4
590,1.5,1009.0,7.7,885.0,112.0,994.0,87.0,1439.0,751.0,16.3,38.1,0.7006,13,4
591,1.8,1073.0,9.7,966.0,128.0,935.0,87.0,1537.0,805.0,16.6,36.7,0.6867,14,4
592,2.1,1098.0,9.8,971.0,145.0,877.0,103.0,1527.0,966.0,15.8,40.5,0.7241,15,4
593,1.7,1061.0,7.7,887.0,110.0,920.0,88.0,1462.0,869.0,16.3,41.8,0.7712,16,4
594,3.0,1289.0,15.3,1158.0,184.0,755.0,118.0,1791.0,1196.0,16.1,42.8,0.7783,17,4
595,4.6,1442.0,21.5,1337.0,243.0,630.0,134.0,2004.0,1523.0,15.3,46.8,0.8074,18,4
596,5.0,1479.0,21.7,1343.0,259.0,631.0,144.0,1995.0,1579.0,14.7,47.0,0.7815,19,4
597,3.5,1266.0,14.6,1138.0,205.0,726.0,129.0,1747.0,1370.0,14.1,49.6,0.7931,20,4
598,2.1,1149.0,9.3,952.0,144.0,845.0,108.0,1577.0,1204.0,13.5,54.1,0.8351,21,4
599,2.1,1168.0,9.4,954.0,152.0,843.0,104.0,1586.0,1201.0,12.3,59.2,0.8461,22,4
600,1.5,1079.0,6.8,847.0,108.0,925.0,90.0,1463.0,1122.0,11.6,62.2,0.851,23,4
601,1.1,1047.0,4.9,760.0,64.0,1032.0,74.0,1379.0,1003.0,11.5,61.4,0.8303,0,4
602,0.9,936.0,3.9,705.0,73.0,1086.0,73.0,1364.0,918.0,10.9,64.6,0.8395,1,4
603,0.7,900.0,2.7,635.0,47.0,1207.0,60.0,1307.0,836.0,11.1,63.2,0.8331,2,4
604,0.9,905.0,3.3,670.0,79.0,1191.0,62.0,1346.0,820.0,10.2,65.8,0.8196,5,4
605,1.6,1079.0,7.4,875.0,113.0,947.0,71.0,1535.0,998.0,10.3,65.6,0.8225,6,4
606,3.9,1417.0,18.2,1246.0,263.0,669.0,94.0,1921.0,1403.0,10.8,64.0,0.8307,7,4
607,5.0,1529.0,27.7,1497.0,275.0,569.0,99.0,2278.0,1641.0,13.3,55.6,0.8453,8,4
608,4.3,1397.0,18.3,1248.0,263.0,659.0,119.0,1906.0,1534.0,15.8,46.8,0.8328,9,4
609,2.7,1214.0,12.3,1061.0,183.0,780.0,103.0,1662.0,1257.0,19.5,34.4,0.7738,10,4
610,2.1,1109.0,8.9,935.0,147.0,882.0,95.0,1518.0,1026.0,21.1,30.2,0.745,11,4
611,2.1,1122.0,10.4,993.0,132.0,859.0,95.0,1571.0,993.0,18.4,34.2,0.7185,12,4
612,3.9,1489.0,19.1,1270.0,309.0,633.0,114.0,1889.0,1638.0,13.5,53.4,0.8196,9,4
613,3.8,1451.0,17.3,1219.0,327.0,661.0,127.0,1804.0,1633.0,15.0,49.3,0.8364,10,4
614,3.8,1454.0,17.5,1225.0,299.0,661.0,135.0,1809.0,1654.0,17.1,42.1,0.812,11,4
615,3.9,1392.0,17.0,1210.0,257.0,689.0,135.0,1792.0,1559.0,18.4,36.9,0.7758,12,4
616,3.5,1351.0,17.0,1210.0,195.0,709.0,120.0,1783.0,1374.0,19.3,35.4,0.7824,13,4
617,4.0,1418.0,19.5,1282.0,231.0,681.0,129.0,1890.0,1418.0,19.2,35.7,0.7826,14,4
618,3.0,1303.0,14.8,1143.0,170.0,748.0,114.0,1734.0,1228.0,21.5,30.4,0.7677,15,4
619,3.1,1292.0,14.0,1116.0,192.0,746.0,129.0,1676.0,1293.0,19.6,34.6,0.7807,16,4
